id,time,numPubs,sumJaccard,sumAdamic,sumInstituteSim,sumClusteringCoef,sumSimMesh,sumCommonFriend,sumCoauthor,dead
ardid_d_1680056_3,5,14,0.380596,2.531663,1.000000,1.254036,0.023429,5.454545,20.363636,0
ardid_d_1680056_3,6,17,0.398793,2.683900,1.000000,1.261945,0.022741,6.000000,21.636364,0
ardid_d_1680056_3,7,11,0.453297,2.767101,1.000000,1.462906,0.027199,5.400000,17.200000,0
ardid_d_1680056_3,8,7,0.612325,2.763722,0.000000,1.749580,0.044884,6.000000,17.000000,1
arihara_z_9578513_6,0,7,0.512821,2.530843,1.000000,1.671231,0.030769,6.000000,19.000000,0
arihara_z_9578513_6,1,6,0.551364,2.405277,1.000000,1.726684,0.073671,5.000000,15.166667,0
arihara_z_9578513_6,2,20,0.528951,2.912216,0.759259,1.573842,0.017260,7.333333,24.222222,0
arihara_z_9578513_6,3,22,0.536214,3.152568,0.600000,1.565857,0.019813,8.200000,29.000000,0
arihara_z_9578513_6,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
arihara_z_9578513_6,5,9,0.259765,1.926319,1.000000,1.203642,0.027547,4.000000,21.111111,0
arihara_z_9578513_6,6,9,0.570814,3.108393,1.000000,1.733521,0.058122,8.000000,24.333333,0
arihara_z_9578513_6,7,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
arima_n_7183051_1,0,7,0.509804,2.189057,1.000000,1.592929,0.028222,3.666667,12.333333,0
arima_n_7183051_1,1,8,0.524160,2.504949,1.000000,1.654422,0.034606,4.571429,13.857143,0
arima_n_7183051_1,2,5,0.606061,2.335707,1.000000,1.888889,0.055045,4.000000,11.000000,0
arima_n_7183051_1,3,5,0.586667,2.291410,1.000000,1.901099,0.080420,4.000000,11.800000,0
arima_n_7183051_1,4,6,0.664683,2.672988,1.000000,1.909091,0.052043,5.000000,12.833333,0
arima_n_7183051_1,5,13,0.722222,3.223597,1.000000,1.883929,0.021739,6.500000,15.500000,0
arima_n_7183051_1,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
arita_h_5448531_1,0,2,0.333333,1.442695,1.000000,2.000000,0.058824,1.000000,4.000000,0
arita_h_5448531_1,1,2,0.333333,1.442695,1.000000,2.000000,0.071429,1.000000,4.000000,0
arita_h_5448531_1,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
arita_h_5448531_1,3,11,0.414344,2.684171,1.000000,1.368514,0.019144,5.636364,19.727273,0
arita_h_5448531_1,4,4,0.518182,1.948753,0.000000,1.805556,0.035014,3.000000,9.500000,0
arita_h_5448531_1,5,4,0.600000,2.164042,1.000000,2.000000,0.052632,3.000000,8.000000,0
arita_h_5448531_1,6,15,0.673099,3.213770,0.129630,1.746439,0.023713,6.888889,17.888889,0
arita_h_5448531_1,7,15,0.484444,2.682179,1.000000,1.474237,0.025571,5.111111,16.777778,0
arita_h_5448531_1,8,1,0.000000,0.000000,1.000000,0.000000,0.111111,0.000000,2.000000,0
arita_h_5448531_1,9,11,0.692166,3.839001,1.000000,1.814184,0.070860,10.000000,25.909091,0
arita_h_5448531_1,10,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
armstrong_d_6163796_1,0,9,0.661376,2.661866,1.000000,1.880952,0.042705,5.000000,12.666667,0
armstrong_d_6163796_1,1,4,0.600000,2.164042,0.000000,2.000000,0.100000,3.000000,8.000000,0
armstrong_d_6163796_1,2,4,0.533333,1.983706,1.000000,1.857143,0.082576,3.000000,9.000000,0
armstrong_d_6163796_1,3,11,0.297327,2.016866,1.000000,1.179365,0.031817,3.333333,15.000000,0
armstrong_d_6163796_1,4,6,0.547288,2.389892,1.000000,1.626551,0.044981,5.000000,14.500000,0
armstrong_d_6163796_1,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
armstrong_d_6163796_1,6,6,0.714286,2.790553,1.000000,2.000000,0.083333,5.000000,12.000000,0
armstrong_d_6163796_1,7,16,0.283606,2.070638,1.000000,1.059141,0.022369,4.363636,22.363636,0
armstrong_d_6163796_1,8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
artymiuk_p_859182_1,0,5,0.400000,1.811924,0.375000,1.583333,0.052632,2.000000,7.000000,0
artymiuk_p_859182_1,1,8,0.298611,1.785803,1.000000,1.176948,0.029004,2.750000,12.875000,0
artymiuk_p_859182_1,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
artymiuk_p_859182_1,3,6,0.642857,2.618901,0.000000,1.861111,0.045679,5.000000,13.000000,0
artymiuk_p_859182_1,4,5,0.666667,2.485340,1.000000,2.000000,0.052632,4.000000,10.000000,0
artymiuk_p_859182_1,5,8,0.419338,2.260118,0.750000,1.391667,0.036726,4.000000,13.875000,0
artymiuk_p_859182_1,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
artymiuk_p_859182_1,7,4,0.421753,1.700146,1.000000,1.751282,0.043343,3.000000,11.750000,0
artymiuk_p_859182_1,8,12,0.421874,2.728574,1.000000,1.360140,0.028012,5.454545,18.818182,0
artymiuk_p_859182_1,9,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
artymiuk_p_859182_1,10,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
asakura_h_14496032_3,0,2,0.333333,1.442695,1.000000,2.000000,0.071429,1.000000,4.000000,0
asakura_h_14496032_3,1,6,0.529991,2.354042,1.000000,1.701021,0.049758,5.000000,15.333333,0
asakura_h_14496032_3,2,4,0.525000,1.939014,0.000000,1.850000,0.037433,3.000000,8.750000,0
asakura_h_14496032_3,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asakura_h_14496032_3,4,6,0.621032,2.567543,0.000000,1.813797,0.039674,5.000000,13.666667,0
asakura_h_14496032_3,5,4,0.600000,2.164042,1.000000,2.000000,0.066667,3.000000,8.000000,0
asakura_h_14496032_3,6,12,0.462626,2.925891,1.000000,1.468004,0.030192,6.181818,20.818182,0
asakura_h_14496032_3,7,18,0.357141,3.053675,1.000000,1.312227,0.023657,6.500000,25.125000,0
asakura_h_14496032_3,8,5,0.376821,1.782687,1.000000,1.590059,0.033847,4.000000,20.400000,0
asakura_h_14496032_3,9,30,0.277995,3.309785,0.840000,1.150491,0.014213,7.760000,36.280000,1
asakura_k_8846078_2,0,2,0.333333,1.442695,1.000000,2.000000,0.083333,1.000000,4.000000,0
asakura_k_8846078_2,1,2,0.333333,1.442695,1.000000,2.000000,0.071429,1.000000,4.000000,0
asakura_k_8846078_2,2,3,0.500000,1.820478,1.000000,2.000000,0.055556,2.000000,6.000000,0
asakura_k_8846078_2,3,10,0.587662,2.661398,1.000000,1.651361,0.030367,4.857143,13.285714,0
asakura_k_8846078_2,4,8,0.323611,2.001036,1.000000,1.350774,0.027945,3.250000,14.375000,0
asakura_k_8846078_2,5,32,0.690283,4.072138,1.000000,1.698281,0.024276,9.846154,24.230769,1
asano_g_13175294_1,0,4,0.300000,1.365359,1.000000,1.250000,0.040000,1.500000,6.500000,0
asano_g_13175294_1,1,6,0.324405,1.873587,1.000000,1.400000,0.034979,2.333333,9.500000,0
asano_g_13175294_1,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asano_g_13175294_1,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asano_g_13175294_1,4,8,0.312500,2.039739,1.000000,1.370879,0.042832,3.000000,13.125000,0
asano_g_13175294_1,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asano_g_13175294_1,6,8,0.242857,1.733046,1.000000,1.200000,0.022872,2.000000,10.285714,0
asano_g_13175294_1,7,18,0.350788,2.819519,1.000000,1.292456,0.023777,5.714286,22.357143,0
asano_g_13175294_1,8,17,0.340714,2.845316,0.800000,1.292314,0.017042,5.733333,22.866667,0
asano_g_13175294_1,9,6,0.602513,2.522819,0.000000,1.754329,0.031878,5.000000,13.666667,0
asano_g_13175294_1,10,3,0.500000,1.820478,1.000000,2.000000,0.076923,2.000000,6.000000,1
asano_n_10835844_4,0,48,0.705618,5.079409,1.000000,1.729556,0.025049,15.176471,38.705882,0
asano_n_10835844_4,1,13,0.549296,3.939100,1.000000,1.652493,0.024000,12.000000,35.384615,1
asao_t_14284616_1,0,7,0.668367,2.894053,1.000000,1.853413,0.036020,6.000000,15.428571,0
asao_t_14284616_1,1,37,0.302366,3.585983,1.000000,1.116635,0.011316,8.923077,38.461538,0
asao_t_14284616_1,2,8,0.453881,2.618476,1.000000,1.642117,0.026317,7.000000,23.750000,0
asao_t_14284616_1,3,4,0.190909,0.910239,1.000000,1.083333,0.026344,1.500000,9.500000,0
asao_t_14284616_1,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asao_t_14284616_1,5,30,0.422107,3.845343,1.000000,1.300417,0.023666,10.000000,35.100000,0
asao_t_14284616_1,6,10,0.805594,3.879972,1.000000,1.969697,0.064167,9.000000,20.200000,1
asayama_j_143885_1,0,6,0.714286,2.790553,1.000000,2.000000,0.052632,5.000000,12.000000,0
asayama_j_143885_1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asayama_j_143885_1,2,9,0.746667,3.516102,1.000000,1.923108,0.062037,8.000000,19.666667,0
asayama_j_143885_1,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asayama_j_143885_1,4,13,0.783508,4.493282,1.000000,1.902937,0.043238,12.000000,29.538462,0
asayama_j_143885_1,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asayama_j_143885_1,6,10,0.720476,3.673373,1.000000,1.868274,0.066998,9.000000,24.100000,0
asayama_j_143885_1,7,9,0.636638,3.254116,1.000000,1.765684,0.048225,8.000000,24.000000,1
asensio_j_2241560_1,0,11,0.189930,1.749010,0.750000,1.093968,0.026593,2.200000,13.800000,0
asensio_j_2241560_1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asensio_j_2241560_1,2,39,0.590152,3.363804,1.000000,1.561385,0.014541,7.636364,21.000000,0
asensio_j_2241560_1,3,16,0.714286,2.998533,1.000000,1.923469,0.038961,6.000000,14.428571,0
asensio_j_2241560_1,4,6,0.714286,2.790553,1.000000,2.000000,0.071429,5.000000,12.000000,0
asensio_j_2241560_1,5,15,0.498882,3.159241,1.000000,1.488482,0.029825,7.818182,24.090909,0
asensio_j_2241560_1,6,24,0.483677,3.984416,1.000000,1.353259,0.024233,10.210526,32.052632,0
asensio_j_2241560_1,7,3,0.393939,1.503182,1.000000,1.800000,0.062035,2.000000,8.333333,0
asensio_j_2241560_1,8,10,0.342460,1.801396,1.000000,1.386163,0.039699,3.666667,15.666667,0
asensio_j_2241560_1,9,4,0.240593,1.231466,1.000000,1.474036,0.023913,3.000000,18.000000,1
ashby_j_4176962_1,0,26,0.273679,2.155033,0.795833,1.097487,0.015685,3.666667,17.416667,0
ashby_j_4176962_1,1,14,0.484700,2.935010,0.969697,1.367583,0.016104,6.909091,21.363636,0
ashby_j_4176962_1,2,17,0.180959,1.958822,1.000000,1.011732,0.016466,3.066667,20.400000,0
ashby_j_4176962_1,3,21,0.208970,2.306970,1.000000,1.142647,0.013651,3.882353,22.529412,0
ashby_j_4176962_1,4,23,0.213983,2.308286,0.638889,0.993918,0.010976,4.333333,26.000000,0
ashby_j_4176962_1,5,8,0.237245,1.488911,0.428571,1.090291,0.019406,2.000000,12.857143,0
ashby_j_4176962_1,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ashby_j_4176962_1,7,3,0.500000,1.820478,1.000000,2.000000,0.066667,2.000000,6.000000,0
ashby_j_4176962_1,8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
ashihara_t_4960340_3,0,11,0.518750,2.604183,1.000000,1.460321,0.042697,5.500000,16.750000,0
ashihara_t_4960340_3,1,41,0.319288,2.723266,0.924444,1.186115,0.016149,6.133333,28.266667,0
ashihara_t_4960340_3,2,10,0.334604,2.292552,1.000000,1.307785,0.101613,4.200000,19.200000,0
ashihara_t_4960340_3,3,12,0.621280,2.568133,1.000000,1.868459,0.033086,5.000000,16.166667,1
ashworth_l_455284_4,0,13,0.353747,2.408782,1.000000,1.232647,0.029994,4.909091,19.272727,0
ashworth_l_455284_4,1,14,0.513144,3.268791,0.333333,1.502600,0.028654,7.666667,24.000000,0
ashworth_l_455284_4,2,6,0.626653,2.582747,1.000000,1.837185,0.081818,5.000000,14.000000,0
ashworth_l_455284_4,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ashworth_l_455284_4,4,14,0.418455,3.086281,1.000000,1.394394,0.032096,6.571429,22.714286,0
ashworth_l_455284_4,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ashworth_l_455284_4,6,18,0.252703,2.507977,1.000000,1.055047,0.019496,5.777778,30.611111,1
asoh_h_1645420_4,0,3,0.500000,1.820478,1.000000,2.000000,0.071429,2.000000,6.000000,0
asoh_h_1645420_4,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asoh_h_1645420_4,2,5,0.590476,2.283022,1.000000,1.893333,0.058095,4.000000,10.800000,0
asoh_h_1645420_4,3,18,0.389474,2.354348,1.000000,1.425926,0.023288,4.000000,15.000000,0
asoh_h_1645420_4,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asoh_h_1645420_4,5,7,0.654082,2.861388,1.000000,1.846154,0.049582,6.000000,15.857143,0
asoh_h_1645420_4,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asoh_h_1645420_4,7,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asoh_h_1645420_4,8,7,0.708791,2.987845,1.000000,1.924242,0.059066,6.000000,14.714286,1
asou_h_46844_2,0,5,0.399206,1.838963,1.000000,1.595567,0.028145,4.000000,17.400000,0
asou_h_46844_2,1,10,0.341923,2.225941,0.600000,1.305556,0.026660,4.200000,17.300000,0
asou_h_46844_2,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
asou_h_46844_2,3,7,0.282143,1.839192,1.000000,1.312528,0.046796,2.571429,13.714286,0
asou_h_46844_2,4,4,0.407692,1.668036,1.000000,1.678238,0.063228,3.000000,12.500000,0
asou_h_46844_2,5,14,0.260449,2.318240,0.500000,1.188540,0.023121,4.285714,21.214286,0
asou_h_46844_2,6,28,0.312549,3.339361,1.000000,1.131174,0.014843,8.086957,35.695652,0
asou_h_46844_2,7,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
atassi_g_5494082_3,0,5,0.622222,2.372991,1.000000,1.892857,0.054466,4.000000,10.600000,0
atassi_g_5494082_3,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
atassi_g_5494082_3,2,11,0.550433,3.138904,1.000000,1.588430,0.028409,6.727273,19.181818,0
atassi_g_5494082_3,3,39,0.164517,2.486225,1.000000,0.982015,0.016812,4.888889,34.666667,0
atassi_g_5494082_3,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
atherton_d_1084154_1,0,55,0.547517,8.785595,0.000000,1.457732,0.028622,31.888889,91.537037,0
atherton_d_1084154_1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
atkinson_j_6603173_1,0,4,0.600000,2.164042,0.000000,2.000000,0.111111,3.000000,8.000000,0
atkinson_j_6603173_1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
atkinson_j_6603173_1,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
atkinson_j_6603173_1,3,13,0.823761,4.600879,1.000000,1.930690,0.091813,12.000000,26.692308,0
atkinson_j_6603173_1,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
atkinson_j_6603173_1,5,3,0.300000,1.213652,1.000000,1.583333,0.068312,2.000000,10.000000,0
atkinson_j_6603173_1,6,26,0.277143,2.997132,0.892857,1.146249,0.013659,6.380952,29.476190,0
atkinson_j_6603173_1,7,4,0.468293,1.826346,1.000000,1.803205,0.097321,3.000000,17.000000,0
atkinson_j_6603173_1,8,15,0.239993,2.281317,1.000000,1.198365,0.022647,3.857143,20.142857,0
atkinson_j_6603173_1,9,15,0.197234,1.911889,1.000000,1.023959,0.025204,3.230769,19.615385,0
atkinson_j_6603173_1,10,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
aubert_j_18141608_1,0,5,0.622222,2.372990,1.000000,1.892857,0.062029,4.000000,10.600000,0
aubert_j_18141608_1,1,10,0.724386,3.694054,1.000000,1.819963,0.058428,9.000000,21.800000,0
aubert_j_18141608_1,2,29,0.880211,8.157938,1.000000,1.920663,0.051861,28.000000,60.689655,0
aubert_j_18141608_1,3,6,0.714286,2.790553,1.000000,2.000000,0.050000,5.000000,12.000000,0
aubert_j_18141608_1,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
aubert_j_18141608_1,5,8,0.518939,2.518815,1.000000,1.483626,0.025999,5.250000,16.125000,0
aubert_j_18141608_1,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
aubert_j_18141608_1,7,7,0.621664,2.785992,1.000000,1.793207,0.040117,6.000000,16.285714,1
aubry_j_3875836_2,0,4,0.575000,2.089033,1.000000,1.900000,0.104620,3.000000,8.250000,0
aubry_j_3875836_2,1,4,0.600000,2.164042,0.000000,2.000000,0.071429,3.000000,8.000000,0
aubry_j_3875836_2,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
aubry_j_3875836_2,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
aubry_j_3875836_2,4,9,0.366886,2.192962,1.000000,1.403373,0.022886,4.000000,14.875000,0
aubry_j_3875836_2,5,11,0.763636,4.007967,1.000000,1.872175,0.041297,10.000000,23.727273,0
aubry_j_3875836_2,6,8,0.304638,1.725271,1.000000,1.245924,0.018166,3.714286,16.142857,0
aubry_j_3875836_2,7,24,0.406029,3.588396,0.650000,1.200909,0.011615,9.400000,34.650000,1
auerswald_e_745987_3,0,10,0.473538,2.502819,1.000000,1.425794,0.045932,4.750000,15.375000,0
auerswald_e_745987_3,1,3,0.500000,1.820478,1.000000,2.000000,0.062500,2.000000,6.000000,0
auerswald_e_745987_3,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
auerswald_e_745987_3,3,11,0.470395,2.694288,1.000000,1.482604,0.035186,5.333333,17.000000,0
auerswald_e_745987_3,4,3,0.428571,1.585726,1.000000,1.800000,0.051530,2.000000,7.000000,0
auerswald_e_745987_3,5,18,0.243087,2.339333,1.000000,1.129448,0.015548,4.133333,23.533333,0
auerswald_e_745987_3,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
auerswald_e_745987_3,7,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
augood_s_3713991_2,0,8,0.395811,2.090771,1.000000,1.297552,0.017912,4.000000,16.000000,0
augood_s_3713991_2,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
augood_s_3713991_2,2,11,0.258829,1.430859,0.694444,1.048794,0.019922,3.000000,16.000000,0
augood_s_3713991_2,3,3,0.096185,0.669194,1.000000,1.268754,0.015280,2.000000,23.333333,0
augood_s_3713991_2,4,6,0.351852,1.677347,1.000000,1.303437,0.027810,3.333333,17.833333,0
augood_s_3713991_2,5,13,0.460589,3.000178,1.000000,1.376057,0.027085,7.000000,23.250000,0
augood_s_3713991_2,6,17,0.587281,3.707101,1.000000,1.552038,0.034098,8.923077,24.538462,1
aust_s_14156998_2,0,8,0.243867,1.240852,1.000000,0.858730,0.013951,2.000000,10.000000,0
aust_s_14156998_2,1,2,0.000000,0.000000,1.000000,0.000000,0.026316,0.000000,3.000000,0
aust_s_14156998_2,2,7,0.209110,1.442336,1.000000,1.024729,0.017194,2.000000,12.285714,0
aust_s_14156998_2,3,8,0.138889,1.404027,0.750000,1.053571,0.018271,1.250000,10.250000,0
aust_s_14156998_2,4,5,0.133333,1.154156,0.800000,1.000000,0.022222,0.800000,6.800000,0
aust_s_14156998_2,5,11,0.133333,1.154156,0.600000,1.000000,0.016393,0.800000,6.800000,0
aust_s_14156998_2,6,3,0.000000,0.000000,1.000000,0.000000,0.019231,0.000000,3.000000,0
aust_s_14156998_2,7,2,0.000000,0.000000,1.000000,0.000000,0.040000,0.000000,3.000000,0
aust_s_14156998_2,8,5,0.333333,1.568623,1.000000,1.555556,0.026316,1.333333,5.333333,1
averette_h_13592807_2,0,19,0.571429,2.479979,0.930556,1.700000,0.022222,4.000000,11.000000,0
averette_h_13592807_2,1,12,0.385185,2.371183,0.629630,1.337566,0.026014,4.000000,14.444444,0
averette_h_13592807_2,2,7,0.297685,1.649638,1.000000,1.193651,0.026329,2.333333,10.333333,0
averette_h_13592807_2,3,22,0.277063,2.919580,1.000000,1.016235,0.027744,6.761905,31.857143,0
averette_h_13592807_2,4,5,0.466667,1.694551,1.000000,1.833333,0.036787,2.000000,6.333333,0
averette_h_13592807_2,5,6,0.333333,1.242670,0.500000,1.800000,0.045455,2.000000,8.000000,0
averette_h_13592807_2,6,11,0.333604,2.350073,1.000000,1.185115,0.030696,4.545455,18.454545,0
averette_h_13592807_2,7,11,0.232119,1.722696,0.545455,0.919561,0.020681,3.636364,19.909091,0
averette_h_13592807_2,8,7,0.714286,2.790553,0.083333,2.000000,0.048530,5.000000,12.000000,0
averette_h_13592807_2,9,5,0.494950,2.051459,1.000000,1.693333,0.055426,4.000000,12.400000,0
averette_h_13592807_2,10,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
avni_y_4029781_1,0,1,0.000000,0.000000,1.000000,0.000000,0.090909,0.000000,2.000000,0
avni_y_4029781_1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
avni_y_4029781_1,2,4,0.400000,1.614682,1.000000,1.608333,0.033393,3.000000,11.000000,0
avni_y_4029781_1,3,5,0.542222,2.179061,1.000000,1.793956,0.068904,4.000000,12.400000,0
avni_y_4029781_1,4,12,0.515462,2.745010,1.000000,1.430856,0.031828,6.000000,18.777778,0
avni_y_4029781_1,5,9,0.488889,2.718791,1.000000,1.611111,0.033333,4.888889,14.888889,0
avni_y_4029781_1,6,14,0.524463,3.245157,1.000000,1.425942,0.025569,7.666667,23.166667,1
awata_n_4421556_3,0,4,0.600000,2.164042,1.000000,2.000000,0.111111,3.000000,8.000000,0
awata_n_4421556_3,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
awata_n_4421556_3,2,7,0.750000,3.083390,1.000000,2.000000,0.061751,6.000000,14.000000,0
awata_n_4421556_3,3,8,0.724306,3.242673,0.000000,1.935673,0.075120,7.000000,17.375000,0
awata_n_4421556_3,4,8,0.536775,2.811010,1.000000,1.610390,0.062790,7.000000,21.250000,0
awata_n_4421556_3,5,8,0.777778,3.366288,1.000000,2.000000,0.166667,7.000000,16.000000,0
awata_n_4421556_3,6,6,0.714286,2.790553,1.000000,2.000000,0.050000,5.000000,12.000000,0
awata_n_4421556_3,7,8,0.777778,3.366288,1.000000,2.000000,0.071429,7.000000,16.000000,1
ayabe_h_7373959_13,0,3,0.500000,1.820478,1.000000,2.000000,0.083333,2.000000,6.000000,0
ayabe_h_7373959_13,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayabe_h_7373959_13,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayabe_h_7373959_13,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayabe_h_7373959_13,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayabe_h_7373959_13,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayabe_h_7373959_13,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayabe_h_7373959_13,7,19,0.487180,3.140059,1.000000,1.559554,0.035714,6.333333,19.333333,0
ayabe_h_7373959_13,8,18,0.643357,3.246391,1.000000,1.667273,0.026759,7.200000,18.400000,0
ayabe_h_7373959_13,9,5,0.510823,2.105686,1.000000,1.742105,0.081163,4.000000,14.000000,0
ayabe_h_7373959_13,10,15,0.351933,2.893335,0.600000,1.261297,0.025581,6.800000,26.800000,0
ayabe_h_7373959_13,11,12,0.360949,2.541818,1.000000,1.272220,0.027783,5.166667,20.666667,1
ayerdi_j_10456704_2,0,1,0.000000,0.000000,1.000000,0.000000,0.125000,0.000000,2.000000,0
ayerdi_j_10456704_2,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayerdi_j_10456704_2,2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayerdi_j_10456704_2,3,13,0.357592,2.401850,0.850000,1.405420,0.026744,4.800000,19.600000,0
ayerdi_j_10456704_2,4,30,0.506623,2.908005,0.801667,1.427441,0.021813,6.800000,21.000000,0
ayerdi_j_10456704_2,5,28,0.362269,3.149822,0.764706,1.227185,0.018169,7.058824,26.705882,0
ayerdi_j_10456704_2,6,6,0.534392,2.362114,1.000000,1.752451,0.040799,5.000000,15.333333,1
ayers_g_3827769_1,0,4,0.525000,1.964372,0.000000,1.861111,0.138889,3.000000,9.250000,0
ayers_g_3827769_1,1,4,0.191667,1.309581,1.000000,1.166667,0.040460,1.000000,6.250000,0
ayers_g_3827769_1,2,7,0.523129,2.557382,1.000000,1.635791,0.045536,6.000000,18.428571,0
ayers_g_3827769_1,3,16,0.329514,2.147750,1.000000,1.143518,0.019552,4.800000,20.700000,0
ayers_g_3827769_1,4,16,0.287446,2.446118,0.566667,1.067470,0.029950,5.200000,24.400000,0
ayers_g_3827769_1,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayers_g_3827769_1,6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
ayers_g_3827769_1,7,8,0.663040,3.099280,1.000000,1.819134,0.042489,7.000000,19.375000,0
ayers_g_3827769_1,8,6,0.416993,2.086129,1.000000,1.523782,0.030852,5.000000,21.500000,0
ayers_g_3827769_1,9,4,0.392045,1.622765,1.000000,1.652086,0.058916,3.000000,19.000000,1
ayer_m_11055358_2,0,38,0.657575,4.896561,1.000000,1.644312,0.039136,13.666667,35.444444,1
ayub_q_8324905_2,0,16,0.632150,3.569025,1.000000,1.654348,0.055193,9.090909,26.000000,0
ayub_q_8324905_2,1,8,0.729167,3.254523,1.000000,1.904545,0.071581,7.000000,16.750000,0
ayub_q_8324905_2,2,21,0.842552,6.395929,0.000000,1.888693,0.066077,20.000000,44.238095,1
azuma_i_13685465_1,0,7,0.321429,2.016801,1.000000,1.428571,0.033333,2.571429,10.571429,0
azuma_i_13685465_1,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
azuma_i_13685465_1,2,11,0.438119,2.864525,1.000000,1.403609,0.024610,6.727273,22.636364,0
azuma_i_13685465_1,3,6,0.714286,2.790553,1.000000,2.000000,0.045455,5.000000,12.000000,0
azuma_i_13685465_1,4,19,0.309574,3.002793,0.638889,1.264036,0.021729,6.111111,25.888889,0
